"Participant_ID","Age","Gender","Location","Education","COVID_Awareness_Level","Received_Info_Social_Media","Vaccine_Hesitancy","Reasons_For_Hesitancy"
3796,31,"Male","Suburban","College","High","Yes","No",""
3797,51,"Male","Urban","High School","Medium","Yes","No",""
3798,35,"Male","Suburban","High School","Medium","No","Yes",""
3799,51,"Female","Suburban","High School","Low","Yes","Yes",""
3800,28,"Male","Suburban","Graduate School","High","Yes","No",""
3801,58,"Male","Urban","High School","Low","No","No",""
3802,29,"Female","Suburban","College","Medium","Yes","No","Concerns about side effects"
3803,32,"Female","Rural","Graduate School","Low","No","Yes",""
3804,48,"Female","Rural","Graduate School","High","No","No",""
3805,46,"Male","Urban","Graduate School","Low","Yes","No","Concerns about side effects"
3806,43,"Female","Rural","High School","Low","No","Yes","Concerns about side effects"
3807,35,"Male","Rural","High School","Medium","No","Yes",""
3808,49,"Female","Rural","High School","High","No","Not Sure",""
3809,39,"Male","Urban","Graduate School","Medium","No","No",""
3810,55,"Female","Urban","College","Medium","No","Yes",""
3811,34,"Male","Rural","Graduate School","High","Yes","Not Sure",""
3812,40,"Female","Urban","College","Low","Yes","Yes",""
3813,41,"Male","Suburban","Graduate School","Medium","No","Not Sure",""
3814,25,"Male","Rural","College","Low","No","Not Sure",""
3815,58,"Male","Urban","Graduate School","High","Yes","No",""
3816,23,"Male","Urban","Graduate School","Medium","No","No",""
3817,22,"Male","Rural","College","Low","No","Not Sure",""
3818,61,"Male","Urban","College","Low","No","No",""
3819,46,"Male","Rural","College","Medium","Yes","Yes","Concerns about side effects"
3820,45,"Male","Urban","College","High","No","Yes",""
3821,28,"Female","Suburban","College","Low","Yes","Not Sure",""
3822,18,"Male","Rural","College","High","No","Not Sure","Concerns about side effects"
3823,60,"Male","Suburban","College","Medium","No","Yes","Concerns about side effects"
3824,36,"Female","Rural","College","Low","Yes","Yes",""
3825,26,"Male","Urban","Graduate School","Low","Yes","Not Sure",""
3826,44,"Female","Suburban","College","Low","No","Yes",""
3827,51,"Male","Urban","College","High","No","Yes",""
3828,61,"Female","Rural","Graduate School","Low","No","Not Sure",""
3829,21,"Female","Rural","Graduate School","Low","Yes","No",""
3830,53,"Male","Rural","High School","Medium","No","Yes","Concerns about side effects"
3831,35,"Female","Rural","High School","Low","Yes","No","Concerns about side effects"
3832,32,"Male","Rural","College","High","No","No",""
3833,30,"Male","Suburban","College","Medium","No","Yes",""
3834,36,"Male","Rural","High School","Medium","No","No",""
3835,23,"Male","Urban","High School","Low","No","Not Sure",""
3836,29,"Female","Suburban","College","Medium","No","Yes","Concerns about side effects"
3837,54,"Male","Urban","High School","Low","No","Yes",""
3838,34,"Female","Rural","College","Medium","No","No",""
3839,40,"Female","Urban","Graduate School","High","Yes","Yes",""
3840,43,"Male","Suburban","Graduate School","Low","No","Yes",""
3841,46,"Male","Suburban","High School","High","No","No",""
3842,50,"Male","Suburban","Graduate School","Low","No","No",""
3843,44,"Male","Urban","Graduate School","High","No","Yes",""
3844,42,"Female","Suburban","Graduate School","High","Yes","Yes","Concerns about side effects"
3845,27,"Male","Urban","Graduate School","Medium","Yes","Not Sure","Concerns about side effects"
3846,64,"Female","Rural","College","Low","No","Not Sure","Concerns about side effects"
3847,40,"Male","Rural","College","Medium","No","Yes",""
3848,38,"Male","Urban","High School","High","Yes","Yes",""
3849,38,"Male","Suburban","Graduate School","Low","Yes","Not Sure",""
3850,60,"Male","Urban","Graduate School","High","Yes","No",""
3851,30,"Female","Urban","Graduate School","High","No","Yes",""
3852,54,"Female","Urban","High School","High","Yes","Not Sure",""
3853,50,"Male","Rural","College","High","Yes","Not Sure","Concerns about side effects"
3854,41,"Female","Urban","Graduate School","Medium","No","Yes",""
3855,61,"Female","Rural","College","High","No","Yes",""
3856,28,"Male","Urban","High School","Medium","No","Not Sure",""
3857,34,"Male","Rural","College","High","Yes","Yes",""
3858,21,"Female","Urban","Graduate School","Low","Yes","No","Concerns about side effects"
3859,64,"Female","Urban","College","High","Yes","Yes",""
3860,42,"Female","Suburban","College","High","Yes","Not Sure",""
3861,47,"Female","Suburban","High School","Low","No","Not Sure",""
3862,26,"Male","Urban","High School","Low","Yes","Yes",""
3863,38,"Male","Urban","High School","High","No","Not Sure",""
3864,37,"Female","Urban","High School","High","Yes","No","Concerns about side effects"
3865,36,"Male","Urban","College","Medium","Yes","Yes","Concerns about side effects"
3866,36,"Female","Suburban","College","Low","Yes","Yes",""
3867,29,"Female","Rural","High School","Low","No","Not Sure","Concerns about side effects"
3868,54,"Male","Urban","High School","Medium","Yes","No",""
3869,59,"Female","Suburban","Graduate School","High","No","Yes",""
3870,34,"Female","Urban","Graduate School","High","No","Not Sure",""
3871,54,"Male","Urban","High School","Low","No","Yes",""
3872,56,"Male","Rural","College","Medium","No","No","Concerns about side effects"
3873,45,"Female","Urban","High School","High","Yes","Not Sure",""
3874,58,"Female","Urban","College","Low","Yes","Yes",""
3875,52,"Male","Rural","College","High","No","Not Sure",""
3876,64,"Female","Rural","Graduate School","High","No","Not Sure",""
3877,35,"Female","Rural","High School","High","Yes","No","Concerns about side effects"
3878,31,"Male","Rural","High School","Low","Yes","No",""
3879,52,"Male","Suburban","College","Medium","No","Yes",""
3880,61,"Male","Suburban","High School","Medium","Yes","Not Sure",""
3881,58,"Male","Suburban","Graduate School","High","Yes","Not Sure",""
3882,24,"Male","Urban","Graduate School","Medium","Yes","Not Sure",""
3883,58,"Male","Rural","High School","High","No","Yes","Concerns about side effects"
3884,30,"Female","Rural","High School","Low","No","No",""
3885,35,"Female","Suburban","Graduate School","Low","No","No",""
3886,54,"Male","Urban","High School","Low","No","Not Sure",""
3887,30,"Male","Urban","College","High","No","Yes",""
3888,53,"Female","Urban","High School","Medium","Yes","Not Sure","Concerns about side effects"
3889,48,"Female","Suburban","College","Low","Yes","No",""
3890,19,"Female","Urban","High School","High","Yes","Not Sure",""
3891,33,"Male","Urban","High School","Medium","No","Not Sure",""
3892,26,"Male","Urban","Graduate School","Medium","Yes","Not Sure",""
3893,26,"Female","Rural","College","Medium","No","No",""
3894,55,"Male","Suburban","Graduate School","High","No","Yes","Concerns about side effects"
3895,28,"Male","Rural","High School","High","No","Not Sure",""
3896,39,"Male","Rural","Graduate School","High","No","No",""
3897,50,"Female","Suburban","High School","Low","No","Not Sure",""
3898,53,"Female","Rural","High School","High","No","Yes",""
3899,62,"Male","Urban","High School","Low","Yes","Not Sure",""
3900,40,"Male","Urban","College","Low","No","Yes",""
3901,62,"Male","Urban","College","Low","Yes","No","Concerns about side effects"
3902,62,"Male","Urban","College","High","No","Yes",""
3903,51,"Male","Suburban","Graduate School","Low","Yes","Yes",""
3904,26,"Female","Rural","High School","High","No","No",""
3905,41,"Male","Rural","Graduate School","High","No","Yes",""
3906,25,"Male","Urban","Graduate School","Low","Yes","Yes",""
3907,24,"Male","Urban","High School","Low","No","No","Concerns about side effects"
3908,53,"Female","Rural","Graduate School","Low","No","Yes",""
3909,35,"Female","Suburban","High School","High","Yes","Yes",""
3910,20,"Male","Rural","High School","High","Yes","Not Sure",""
3911,45,"Female","Urban","High School","Low","No","Yes",""
3912,23,"Female","Urban","High School","Low","Yes","Yes",""
3913,61,"Female","Suburban","Graduate School","Medium","Yes","Yes","Concerns about side effects"
3914,61,"Female","Rural","Graduate School","Low","No","No",""
3915,38,"Female","Suburban","Graduate School","Medium","Yes","Yes",""
3916,45,"Female","Suburban","College","Medium","No","No",""
3917,57,"Male","Urban","Graduate School","High","Yes","No","Concerns about side effects"
3918,18,"Female","Rural","Graduate School","High","No","Yes","Concerns about side effects"
3919,53,"Female","Urban","College","Medium","No","Yes","Concerns about side effects"
3920,38,"Male","Rural","High School","Medium","No","Yes",""
3921,60,"Male","Urban","High School","Low","Yes","Yes",""
3922,52,"Male","Urban","High School","Medium","No","Yes",""
3923,30,"Male","Rural","College","Low","Yes","Yes",""
3924,27,"Female","Rural","Graduate School","High","No","Yes",""
3925,61,"Female","Urban","Graduate School","Low","No","No",""
3926,64,"Female","Rural","Graduate School","High","No","Not Sure","Concerns about side effects"
3927,27,"Female","Urban","Graduate School","Medium","Yes","No","Concerns about side effects"
3928,63,"Male","Rural","College","Medium","No","Yes",""
3929,30,"Female","Urban","Graduate School","Medium","No","Not Sure",""
3930,54,"Female","Urban","High School","Low","Yes","Not Sure",""
3931,55,"Male","Urban","College","High","No","Yes","Concerns about side effects"
3932,41,"Female","Suburban","College","High","No","Yes",""
3933,19,"Female","Rural","High School","High","Yes","No","Concerns about side effects"
3934,39,"Female","Urban","High School","High","Yes","Not Sure","Concerns about side effects"
3935,34,"Female","Suburban","Graduate School","High","Yes","Not Sure",""
3936,53,"Male","Urban","High School","Low","No","Yes",""
3937,31,"Male","Suburban","College","High","Yes","Yes",""
3938,27,"Male","Urban","College","Medium","No","Not Sure",""
3939,52,"Male","Urban","College","High","No","Not Sure",""
3940,42,"Male","Suburban","Graduate School","Medium","Yes","Yes",""
3941,20,"Female","Suburban","Graduate School","Low","Yes","Yes",""
3942,64,"Female","Rural","High School","Low","No","Yes",""
3943,55,"Male","Rural","Graduate School","Medium","Yes","No","Concerns about side effects"
3944,34,"Male","Suburban","Graduate School","High","Yes","No",""
3945,29,"Male","Rural","College","Low","No","Yes",""
3946,41,"Female","Suburban","College","Low","Yes","No","Concerns about side effects"
3947,46,"Male","Rural","High School","Low","Yes","Not Sure",""
3948,60,"Female","Urban","College","High","Yes","Not Sure","Concerns about side effects"
3949,42,"Female","Rural","Graduate School","Medium","No","Yes",""
3950,53,"Female","Urban","High School","Medium","Yes","Not Sure",""
3951,43,"Female","Urban","High School","High","Yes","Not Sure",""
3952,55,"Male","Rural","College","Low","No","Not Sure","Concerns about side effects"
3953,18,"Female","Suburban","College","High","No","Not Sure",""
3954,37,"Female","Urban","College","High","No","Not Sure",""
3955,45,"Male","Urban","High School","Medium","No","No","Concerns about side effects"
3956,33,"Female","Rural","College","High","Yes","No",""
3957,64,"Female","Suburban","Graduate School","High","No","Yes",""
3958,34,"Female","Suburban","High School","Low","No","Not Sure",""
3959,57,"Male","Rural","College","Low","Yes","No","Concerns about side effects"
3960,45,"Female","Suburban","Graduate School","Medium","No","No",""
3961,29,"Female","Rural","Graduate School","Low","No","No","Concerns about side effects"
3962,44,"Male","Rural","College","High","Yes","Not Sure",""
3963,59,"Male","Rural","Graduate School","High","No","No",""
3964,64,"Female","Urban","High School","High","No","Yes",""
3965,47,"Female","Urban","High School","Medium","Yes","Yes","Concerns about side effects"
3966,58,"Male","Urban","Graduate School","Low","Yes","Not Sure",""
3967,51,"Female","Rural","High School","High","Yes","Yes",""
3968,54,"Male","Urban","College","Low","Yes","No",""
3969,23,"Female","Urban","Graduate School","Low","Yes","Not Sure",""
3970,24,"Male","Urban","High School","Low","Yes","Yes",""
3971,49,"Female","Rural","College","Low","Yes","Not Sure",""
3972,49,"Male","Rural","College","Medium","Yes","No","Concerns about side effects"
3973,42,"Male","Rural","High School","Medium","Yes","Yes",""
3974,50,"Male","Urban","Graduate School","Medium","Yes","No",""
3975,24,"Male","Suburban","College","High","Yes","Yes",""
3976,29,"Male","Urban","College","High","Yes","Not Sure",""
3977,33,"Female","Urban","College","High","No","Yes",""
3978,33,"Female","Rural","College","Medium","Yes","Yes",""
3979,60,"Male","Rural","Graduate School","Low","Yes","Yes",""
3980,53,"Female","Urban","High School","Medium","Yes","Not Sure",""
3981,30,"Female","Urban","High School","High","Yes","Yes","Concerns about side effects"
3982,24,"Female","Suburban","High School","High","Yes","No",""
3983,53,"Female","Suburban","College","Low","No","Not Sure",""
3984,64,"Female","Rural","Graduate School","Medium","No","Not Sure",""
3985,26,"Female","Suburban","High School","Low","No","No",""
3986,49,"Male","Suburban","Graduate School","Medium","No","Not Sure",""
3987,28,"Female","Rural","High School","High","Yes","Yes",""
3988,25,"Female","Suburban","College","Low","No","Not Sure","Concerns about side effects"
3989,50,"Female","Urban","High School","Low","No","No",""
3990,40,"Male","Suburban","College","Medium","Yes","Not Sure","Concerns about side effects"
3991,42,"Female","Rural","College","Medium","No","No",""
3992,25,"Female","Urban","High School","Medium","No","Not Sure","Concerns about side effects"
3993,62,"Female","Suburban","Graduate School","High","Yes","No",""
3994,39,"Male","Urban","College","Medium","Yes","Not Sure",""
3995,21,"Female","Urban","Graduate School","High","No","Yes",""
3996,57,"Male","Suburban","High School","Medium","Yes","No",""
3997,20,"Female","Suburban","College","Medium","No","No",""
3998,46,"Male","Rural","Graduate School","High","Yes","Not Sure",""
3999,58,"Male","Rural","College","Medium","No","Not Sure",""
4000,46,"Male","Urban","High School","High","No","Not Sure",""
4001,51,"Female","Rural","College","High","No","Yes",""
4002,51,"Male","Urban","High School","Medium","Yes","Not Sure",""
4003,45,"Male","Urban","Graduate School","Medium","Yes","No",""
4004,30,"Male","Rural","College","Low","No","Not Sure",""
4005,32,"Male","Rural","Graduate School","Medium","Yes","Yes",""
4006,40,"Female","Rural","High School","Low","Yes","Not Sure",""
4007,61,"Female","Suburban","High School","Medium","No","Not Sure",""
4008,43,"Female","Urban","Graduate School","High","Yes","No",""
4009,21,"Female","Urban","Graduate School","High","Yes","Not Sure",""
4010,43,"Male","Urban","High School","Low","No","Yes",""
4011,57,"Female","Rural","Graduate School","Medium","No","Not Sure",""
4012,26,"Male","Rural","High School","Low","Yes","Not Sure",""
4013,22,"Female","Rural","Graduate School","Medium","Yes","No","Concerns about side effects"
4014,49,"Female","Rural","High School","Medium","Yes","Not Sure",""
4015,37,"Female","Rural","High School","High","No","No",""
4016,28,"Male","Suburban","College","Low","Yes","No",""
4017,32,"Female","Rural","High School","High","Yes","Not Sure",""
4018,49,"Female","Urban","High School","High","Yes","No",""
4019,45,"Female","Rural","College","High","Yes","No",""
4020,39,"Male","Urban","College","Low","Yes","Not Sure",""
4021,58,"Female","Rural","Graduate School","Medium","Yes","Not Sure",""
4022,34,"Female","Rural","Graduate School","Medium","No","Yes",""
4023,43,"Male","Urban","High School","Low","No","Yes","Concerns about side effects"
4024,61,"Male","Urban","Graduate School","Medium","No","No",""
4025,24,"Female","Urban","Graduate School","Low","Yes","No",""
4026,59,"Female","Urban","High School","Low","Yes","Not Sure",""
4027,43,"Female","Suburban","College","Medium","No","Yes",""
4028,42,"Male","Urban","College","High","No","Yes",""
4029,27,"Male","Rural","High School","Low","No","Not Sure","Concerns about side effects"
4030,62,"Male","Rural","High School","Low","No","Not Sure",""
4031,36,"Female","Suburban","High School","Low","No","Not Sure",""
4032,28,"Male","Urban","High School","Low","Yes","Not Sure",""
4033,30,"Female","Rural","High School","Medium","Yes","Yes",""
4034,25,"Male","Suburban","High School","Medium","Yes","Not Sure",""
4035,57,"Male","Rural","Graduate School","Low","Yes","Not Sure",""
4036,21,"Male","Suburban","Graduate School","High","Yes","Yes",""
4037,64,"Female","Suburban","Graduate School","Medium","No","Not Sure",""
4038,48,"Female","Urban","College","High","No","Yes",""
4039,45,"Female","Suburban","High School","High","Yes","Yes","Concerns about side effects"
4040,28,"Female","Rural","High School","Low","No","Not Sure",""
4041,60,"Male","Rural","Graduate School","Medium","Yes","Not Sure","Concerns about side effects"
4042,18,"Female","Urban","College","Low","Yes","No",""
4043,64,"Male","Urban","Graduate School","Low","No","No",""
4044,55,"Female","Suburban","High School","High","Yes","Yes",""
4045,41,"Female","Urban","High School","High","Yes","Yes",""
4046,64,"Male","Rural","Graduate School","High","Yes","No",""
4047,48,"Male","Rural","Graduate School","Low","No","Yes",""
4048,58,"Female","Urban","High School","Low","No","No",""
4049,63,"Female","Urban","Graduate School","Low","Yes","Not Sure","Concerns about side effects"
4050,43,"Male","Urban","High School","Low","Yes","Not Sure",""
4051,22,"Male","Suburban","Graduate School","Low","No","Not Sure",""
4052,37,"Male","Suburban","College","Low","No","Yes",""
4053,58,"Male","Rural","High School","Low","No","Not Sure","Concerns about side effects"
4054,28,"Male","Suburban","College","Low","No","Yes",""
4055,50,"Female","Suburban","Graduate School","Medium","Yes","Not Sure",""
4056,55,"Female","Suburban","College","Medium","Yes","Yes",""
4057,44,"Female","Suburban","Graduate School","Medium","Yes","Yes",""
4058,51,"Female","Rural","College","Medium","No","No",""
4059,32,"Male","Urban","College","Low","No","No",""
4060,49,"Male","Rural","College","Low","Yes","No",""
4061,38,"Male","Suburban","High School","High","No","Yes",""
4062,63,"Female","Urban","College","High","Yes","No",""
4063,22,"Male","Urban","Graduate School","Medium","No","No",""
4064,23,"Male","Urban","Graduate School","High","Yes","No",""
4065,55,"Female","Rural","High School","Medium","Yes","Yes",""
4066,39,"Female","Urban","High School","Low","Yes","Yes",""
4067,35,"Female","Rural","Graduate School","Low","Yes","No","Concerns about side effects"
4068,31,"Male","Rural","College","High","No","No",""
4069,27,"Male","Suburban","Graduate School","Low","Yes","Yes","Concerns about side effects"
4070,63,"Female","Suburban","High School","Low","Yes","Yes",""
4071,30,"Female","Urban","High School","Medium","Yes","No","Concerns about side effects"
4072,48,"Male","Urban","Graduate School","High","Yes","No","Concerns about side effects"
4073,47,"Female","Suburban","College","Low","No","No",""
4074,20,"Male","Rural","College","High","Yes","Yes",""
4075,47,"Female","Rural","High School","Low","Yes","No",""
4076,23,"Female","Suburban","Graduate School","Medium","No","Yes",""
4077,46,"Female","Rural","Graduate School","Low","Yes","Not Sure",""
4078,25,"Male","Suburban","High School","High","Yes","No",""
4079,61,"Male","Suburban","Graduate School","High","Yes","Not Sure",""
4080,62,"Female","Urban","High School","Medium","Yes","Yes",""
4081,60,"Male","Urban","College","Low","No","Not Sure","Concerns about side effects"
4082,61,"Female","Suburban","College","Medium","No","No",""
4083,50,"Female","Urban","Graduate School","High","No","Not Sure",""
4084,34,"Male","Suburban","College","Medium","No","Not Sure",""
4085,28,"Male","Rural","College","Low","No","Not Sure",""
4086,30,"Male","Rural","High School","Low","No","Yes",""
4087,28,"Male","Rural","High School","Medium","Yes","No",""
4088,48,"Female","Rural","Graduate School","High","Yes","Yes",""
4089,45,"Male","Suburban","High School","High","Yes","Not Sure","Concerns about side effects"
4090,61,"Male","Rural","Graduate School","Medium","Yes","Not Sure",""
4091,23,"Female","Rural","Graduate School","Low","No","Yes",""
4092,58,"Female","Rural","High School","Low","Yes","Yes",""
4093,33,"Female","Rural","College","Low","Yes","Not Sure",""
4094,21,"Female","Suburban","College","Low","No","No","Concerns about side effects"
4095,52,"Male","Rural","College","High","Yes","Yes",""
4096,43,"Male","Urban","College","Low","Yes","Not Sure",""
4097,29,"Female","Urban","Graduate School","Medium","No","Not Sure",""
4098,28,"Female","Urban","College","Medium","Yes","No",""
4099,54,"Male","Urban","Graduate School","Medium","Yes","Not Sure",""
4100,42,"Male","Urban","High School","Medium","No","Yes","Concerns about side effects"
4101,35,"Male","Urban","High School","Low","Yes","Not Sure",""
4102,36,"Male","Suburban","Graduate School","High","Yes","Not Sure",""
4103,40,"Male","Urban","College","Low","Yes","Not Sure",""
4104,55,"Female","Rural","Graduate School","High","Yes","Not Sure","Concerns about side effects"
4105,35,"Female","Urban","College","Low","Yes","No","Concerns about side effects"
4106,43,"Female","Suburban","College","High","No","Yes",""
4107,23,"Female","Urban","Graduate School","Medium","Yes","Not Sure",""
4108,21,"Male","Rural","Graduate School","Medium","Yes","Yes",""
4109,61,"Female","Rural","College","High","Yes","No","Concerns about side effects"
4110,46,"Male","Suburban","Graduate School","High","No","Yes",""
4111,51,"Male","Suburban","College","High","No","No","Concerns about side effects"
4112,34,"Male","Suburban","Graduate School","Medium","No","Yes",""
4113,60,"Male","Suburban","High School","Medium","Yes","Yes",""
4114,60,"Male","Urban","College","Low","Yes","Not Sure",""
4115,33,"Male","Urban","High School","High","Yes","Yes",""
4116,19,"Male","Rural","Graduate School","High","Yes","Not Sure",""
4117,51,"Female","Suburban","High School","High","Yes","Not Sure","Concerns about side effects"
4118,25,"Male","Suburban","Graduate School","Medium","No","Yes","Concerns about side effects"
4119,30,"Female","Urban","College","High","Yes","Not Sure",""
4120,59,"Female","Suburban","Graduate School","High","Yes","Yes",""
4121,25,"Male","Rural","Graduate School","Medium","No","Not Sure",""
4122,47,"Male","Rural","College","High","No","Not Sure",""
4123,49,"Female","Suburban","Graduate School","Low","No","No",""
4124,53,"Female","Rural","College","Medium","No","No",""
4125,64,"Female","Rural","Graduate School","Medium","No","Yes",""
4126,47,"Female","Urban","College","Medium","Yes","Not Sure",""
4127,18,"Male","Rural","High School","Low","Yes","No",""
4128,60,"Male","Suburban","Graduate School","Medium","Yes","No",""
4129,56,"Male","Suburban","Graduate School","Medium","Yes","No","Concerns about side effects"
4130,34,"Female","Rural","Graduate School","Medium","Yes","Not Sure",""
4131,37,"Male","Suburban","College","Medium","No","Yes","Concerns about side effects"
4132,41,"Female","Urban","Graduate School","Low","Yes","Not Sure",""
4133,39,"Male","Rural","College","High","Yes","Not Sure",""
4134,46,"Female","Rural","Graduate School","High","No","No",""
4135,39,"Male","Rural","High School","Medium","No","Not Sure",""
4136,61,"Male","Suburban","Graduate School","Low","Yes","Not Sure",""
4137,26,"Female","Suburban","High School","Medium","Yes","No",""
4138,54,"Female","Rural","College","High","No","No","Concerns about side effects"
4139,27,"Female","Suburban","High School","High","Yes","Not Sure",""
4140,53,"Female","Suburban","Graduate School","Low","No","No",""
4141,54,"Female","Rural","Graduate School","High","Yes","Yes",""
4142,45,"Male","Rural","College","Medium","No","Yes",""
4143,45,"Female","Suburban","Graduate School","Low","No","Yes",""
4144,59,"Male","Rural","Graduate School","High","No","Yes",""
4145,60,"Male","Rural","College","Medium","Yes","Yes","Concerns about side effects"
4146,38,"Male","Rural","College","Low","No","No",""
4147,41,"Male","Rural","High School","Medium","No","No",""
4148,59,"Male","Suburban","College","High","Yes","Yes",""
4149,57,"Female","Rural","Graduate School","Medium","Yes","Yes",""
4150,19,"Female","Urban","College","Low","Yes","Yes",""
4151,25,"Male","Rural","Graduate School","Medium","No","No",""
4152,44,"Male","Urban","High School","High","No","No",""
4153,39,"Female","Rural","College","Low","No","Not Sure",""
4154,54,"Female","Urban","Graduate School","Low","Yes","Not Sure","Concerns about side effects"
4155,44,"Male","Urban","College","High","Yes","Not Sure",""
4156,46,"Female","Rural","College","Medium","No","Not Sure",""
4157,20,"Female","Rural","College","Medium","Yes","No",""
4158,61,"Female","Rural","College","High","Yes","No","Concerns about side effects"
4159,30,"Male","Urban","High School","Low","No","No",""
4160,62,"Female","Suburban","Graduate School","High","No","No",""
4161,27,"Male","Suburban","College","Low","Yes","Yes",""
4162,53,"Male","Rural","Graduate School","Low","No","Not Sure",""
4163,26,"Male","Suburban","High School","Medium","Yes","No",""
4164,44,"Male","Suburban","Graduate School","High","Yes","No",""
4165,51,"Male","Rural","Graduate School","Low","No","Not Sure",""
4166,18,"Female","Urban","High School","Medium","No","No",""
4167,49,"Male","Rural","College","High","Yes","Yes",""
4168,42,"Male","Suburban","Graduate School","High","Yes","No",""
4169,46,"Male","Urban","Graduate School","Low","No","Not Sure",""
4170,24,"Female","Suburban","College","Low","Yes","Yes","Concerns about side effects"
4171,20,"Female","Urban","College","Low","Yes","Yes",""
4172,37,"Female","Suburban","Graduate School","High","Yes","Not Sure","Concerns about side effects"
4173,37,"Female","Rural","High School","Low","Yes","Not Sure",""
4174,47,"Female","Suburban","College","High","Yes","Yes",""
4175,52,"Female","Suburban","College","Medium","No","No",""
4176,52,"Female","Urban","High School","High","Yes","Not Sure",""
4177,56,"Male","Suburban","Graduate School","Low","Yes","Yes",""
4178,44,"Male","Rural","College","High","No","Not Sure",""
4179,43,"Female","Rural","Graduate School","Low","No","No",""
4180,31,"Male","Rural","Graduate School","Medium","No","No",""
4181,34,"Male","Urban","Graduate School","Low","Yes","Yes",""
4182,35,"Female","Urban","High School","Low","Yes","No",""
4183,62,"Male","Suburban","Graduate School","Low","No","No",""
4184,46,"Male","Suburban","Graduate School","Low","No","No",""
4185,37,"Female","Suburban","College","Low","No","Not Sure",""
4186,44,"Male","Urban","College","Low","No","Yes",""
4187,35,"Female","Urban","High School","Medium","No","Yes",""
4188,21,"Female","Suburban","High School","Medium","Yes","Yes","Concerns about side effects"
4189,18,"Male","Urban","College","High","No","No",""
4190,18,"Male","Urban","College","Low","Yes","Not Sure",""
4191,43,"Male","Rural","High School","High","Yes","Yes",""
4192,62,"Female","Rural","Graduate School","Medium","No","Not Sure",""
4193,37,"Female","Suburban","High School","Medium","No","Yes",""
4194,40,"Female","Suburban","Graduate School","Low","No","No",""
4195,27,"Male","Rural","College","Low","No","Yes","Concerns about side effects"
4196,28,"Male","Urban","College","High","No","Yes",""
4197,58,"Female","Suburban","College","Medium","Yes","No",""
4198,58,"Male","Suburban","Graduate School","High","No","No",""
4199,22,"Male","Suburban","High School","High","No","Yes",""
4200,18,"Female","Urban","Graduate School","High","Yes","Not Sure","Concerns about side effects"
4201,34,"Female","Rural","High School","Low","No","No",""
4202,39,"Male","Suburban","High School","Medium","No","Yes",""
4203,51,"Female","Rural","High School","High","No","No",""
4204,62,"Male","Rural","College","Medium","Yes","Not Sure",""
4205,58,"Female","Urban","High School","Medium","No","Yes",""
4206,46,"Female","Urban","College","High","No","Yes","Concerns about side effects"
4207,21,"Female","Urban","High School","High","No","Not Sure",""
4208,22,"Male","Urban","High School","Low","No","Not Sure",""
4209,28,"Male","Urban","College","Medium","Yes","Yes",""
4210,38,"Female","Urban","College","High","No","Not Sure",""
4211,52,"Female","Suburban","Graduate School","High","Yes","Not Sure",""
4212,29,"Female","Rural","High School","Medium","No","Yes","Concerns about side effects"
4213,43,"Male","Urban","College","High","No","No",""
4214,36,"Female","Suburban","Graduate School","Medium","No","Not Sure","Concerns about side effects"
4215,62,"Female","Rural","Graduate School","High","Yes","No","Concerns about side effects"
4216,24,"Female","Urban","College","Medium","No","No",""
4217,64,"Female","Urban","High School","High","No","No",""
4218,24,"Male","Suburban","Graduate School","High","Yes","Not Sure","Concerns about side effects"
4219,43,"Male","Rural","High School","Low","No","Yes",""
4220,57,"Female","Urban","High School","Medium","No","Yes",""
4221,22,"Male","Rural","Graduate School","Low","No","Yes",""
4222,38,"Male","Suburban","College","High","No","Yes",""
4223,31,"Male","Urban","High School","Medium","Yes","Yes",""
4224,21,"Female","Rural","College","Medium","Yes","Yes",""
4225,40,"Male","Suburban","Graduate School","High","Yes","No","Concerns about side effects"
4226,59,"Male","Suburban","High School","High","No","No",""
4227,37,"Male","Urban","College","High","No","No",""
4228,32,"Female","Rural","College","High","No","Not Sure","Concerns about side effects"
4229,62,"Female","Urban","High School","Medium","No","Not Sure","Concerns about side effects"
4230,46,"Male","Urban","College","Low","Yes","Not Sure","Concerns about side effects"
4231,25,"Male","Rural","College","Medium","No","Yes","Concerns about side effects"
4232,58,"Female","Rural","Graduate School","Medium","Yes","No",""
4233,36,"Female","Rural","Graduate School","Medium","No","Not Sure",""
4234,56,"Male","Suburban","College","Medium","No","No",""
4235,63,"Male","Suburban","College","High","Yes","Yes",""
4236,45,"Female","Rural","High School","Low","No","No",""
4237,63,"Female","Suburban","Graduate School","Medium","Yes","Yes",""
4238,44,"Male","Urban","High School","Medium","Yes","Not Sure",""
4239,21,"Female","Rural","College","Low","No","Yes","Concerns about side effects"
4240,32,"Male","Urban","High School","High","Yes","Yes",""
4241,52,"Male","Rural","College","Medium","Yes","No",""
4242,54,"Male","Urban","Graduate School","High","No","Yes","Concerns about side effects"
4243,18,"Female","Rural","Graduate School","Medium","Yes","Not Sure","Concerns about side effects"
4244,20,"Male","Urban","College","Medium","Yes","Not Sure",""
4245,64,"Male","Rural","Graduate School","Low","No","Yes",""
4246,41,"Female","Rural","College","Low","Yes","No",""
4247,44,"Female","Suburban","High School","High","No","Not Sure","Concerns about side effects"
4248,57,"Male","Urban","College","Medium","Yes","Not Sure",""
4249,53,"Male","Suburban","High School","High","No","Yes",""
