"Participant_ID","Ad_Type","Feel_About_Info_Social_Media"
3209,"Control","Neutral"
3210,"Control","Negative"
3211,"Emotions","Positive"
3212,"Emotions","Negative"
3213,"Control","Negative"
3214,"Reason","Neutral"
3215,"Control","Negative"
3216,"Control","Neutral"
3217,"Control","Neutral"
3218,"Reason","Negative"
3219,"Emotions","Positive"
3220,"Emotions","Neutral"
3221,"Emotions","Neutral"
3222,"Reason","Neutral"
3223,"Reason","Negative"
3224,"Emotions","Negative"
3225,"Emotions","Neutral"
3226,"Emotions","Positive"
3227,"Emotions","Negative"
3228,"Reason","Positive"
3229,"Emotions","Positive"
3230,"Control","Negative"
3231,"Emotions","Neutral"
3232,"Reason","Positive"
3233,"Control","Neutral"
3234,"Control","Positive"
3235,"Control","Neutral"
3236,"Reason","Negative"
3237,"Emotions","Positive"
3238,"Reason","Positive"
3239,"Reason","Positive"
3240,"Control","Neutral"
3241,"Control","Positive"
3242,"Reason","Positive"
3243,"Control","Neutral"
3244,"Reason","Neutral"
3245,"Control","Negative"
3246,"Emotions","Neutral"
3247,"Emotions","Positive"
3248,"Emotions","Positive"
3249,"Control","Negative"
3250,"Control","Negative"
3251,"Emotions","Positive"
3252,"Reason","Neutral"
3253,"Reason","Positive"
3254,"Emotions","Negative"
3255,"Control","Positive"
3256,"Reason","Positive"
3257,"Reason","Positive"
3258,"Reason","Negative"
3259,"Control","Negative"
3260,"Reason","Negative"
3261,"Reason","Neutral"
3262,"Emotions","Negative"
3263,"Control","Neutral"
3264,"Emotions","Neutral"
3265,"Reason","Negative"
3266,"Control","Neutral"
3267,"Control","Neutral"
3268,"Emotions","Positive"
3269,"Emotions","Neutral"
3270,"Control","Neutral"
3271,"Control","Negative"
3272,"Emotions","Positive"
3273,"Reason","Neutral"
3274,"Control","Neutral"
3275,"Reason","Neutral"
3276,"Emotions","Negative"
3277,"Control","Negative"
3278,"Emotions","Positive"
3279,"Control","Neutral"
3280,"Control","Positive"
3281,"Emotions","Negative"
3282,"Emotions","Neutral"
3283,"Reason","Neutral"
3284,"Emotions","Positive"
3285,"Emotions","Neutral"
3286,"Reason","Negative"
3287,"Emotions","Positive"
3288,"Reason","Positive"
3289,"Reason","Neutral"
3290,"Emotions","Negative"
3291,"Reason","Neutral"
3292,"Reason","Positive"
3293,"Reason","Positive"
3294,"Emotions","Negative"
3295,"Emotions","Positive"
3296,"Reason","Negative"
3297,"Emotions","Neutral"
3298,"Control","Negative"
3299,"Reason","Neutral"
3300,"Control","Neutral"
3301,"Emotions","Positive"
3302,"Control","Neutral"
3303,"Emotions","Positive"
3304,"Emotions","Negative"
3305,"Reason","Negative"
3306,"Control","Neutral"
3307,"Reason","Negative"
3308,"Control","Neutral"
3309,"Emotions","Negative"
3310,"Emotions","Neutral"
3311,"Reason","Neutral"
3312,"Control","Negative"
3313,"Control","Negative"
3314,"Emotions","Negative"
3315,"Reason","Negative"
3316,"Emotions","Neutral"
3317,"Emotions","Neutral"
3318,"Reason","Negative"
3319,"Control","Negative"
3320,"Control","Positive"
3321,"Emotions","Neutral"
3322,"Control","Neutral"
3323,"Reason","Negative"
3324,"Control","Positive"
3325,"Control","Negative"
3326,"Emotions","Neutral"
3327,"Control","Neutral"
3328,"Reason","Positive"
3329,"Emotions","Negative"
3330,"Reason","Positive"
3331,"Control","Negative"
3332,"Control","Positive"
3333,"Emotions","Negative"
3334,"Reason","Negative"
3335,"Control","Negative"
3336,"Control","Neutral"
3337,"Emotions","Negative"
3338,"Control","Neutral"
3339,"Control","Positive"
3340,"Control","Negative"
3341,"Reason","Neutral"
3342,"Reason","Positive"
3343,"Reason","Negative"
3344,"Control","Positive"
3345,"Emotions","Neutral"
3346,"Emotions","Neutral"
3347,"Emotions","Negative"
3348,"Reason","Neutral"
3349,"Reason","Neutral"
3350,"Reason","Positive"
3351,"Reason","Negative"
3352,"Control","Negative"
3353,"Emotions","Negative"
3354,"Emotions","Positive"
3355,"Reason","Neutral"
3356,"Emotions","Negative"
3357,"Emotions","Negative"
3358,"Reason","Positive"
3359,"Reason","Positive"
3360,"Reason","Negative"
3361,"Reason","Negative"
3362,"Control","Positive"
3363,"Emotions","Positive"
3364,"Control","Positive"
3365,"Emotions","Positive"
3366,"Control","Neutral"
3367,"Reason","Neutral"
3368,"Control","Negative"
3369,"Reason","Neutral"
3370,"Reason","Positive"
3371,"Control","Negative"
3372,"Emotions","Positive"
3373,"Control","Neutral"
3374,"Reason","Positive"
3375,"Reason","Negative"
3376,"Emotions","Neutral"
3377,"Emotions","Negative"
3378,"Emotions","Neutral"
3379,"Reason","Positive"
3380,"Control","Negative"
3381,"Emotions","Neutral"
3382,"Reason","Neutral"
3383,"Control","Neutral"
3384,"Emotions","Neutral"
3385,"Control","Positive"
3386,"Control","Positive"
3387,"Reason","Neutral"
3388,"Reason","Positive"
3389,"Reason","Positive"
3390,"Control","Neutral"
3391,"Emotions","Positive"
3392,"Emotions","Negative"
3393,"Emotions","Negative"
3394,"Reason","Positive"
3395,"Emotions","Neutral"
3396,"Emotions","Negative"
3397,"Reason","Positive"
3398,"Emotions","Positive"
3399,"Emotions","Neutral"
3400,"Emotions","Neutral"
3401,"Control","Positive"
3402,"Control","Neutral"
3403,"Reason","Negative"
3404,"Reason","Negative"
3405,"Control","Positive"
3406,"Reason","Positive"
3407,"Reason","Neutral"
3408,"Emotions","Negative"
3409,"Reason","Neutral"
3410,"Reason","Positive"
3411,"Emotions","Positive"
3412,"Emotions","Positive"
3413,"Control","Positive"
3414,"Reason","Positive"
3415,"Emotions","Positive"
3416,"Reason","Neutral"
3417,"Reason","Neutral"
3418,"Control","Neutral"
3419,"Control","Negative"
3420,"Control","Neutral"
3421,"Control","Positive"
3422,"Control","Neutral"
3423,"Emotions","Neutral"
3424,"Control","Negative"
3425,"Emotions","Positive"
3426,"Control","Negative"
3427,"Emotions","Negative"
3428,"Reason","Negative"
3429,"Control","Neutral"
3430,"Emotions","Positive"
3431,"Control","Positive"
3432,"Emotions","Negative"
3433,"Emotions","Positive"
3434,"Control","Positive"
3435,"Emotions","Negative"
3436,"Reason","Neutral"
3437,"Control","Negative"
3438,"Reason","Negative"
3439,"Emotions","Neutral"
3440,"Emotions","Neutral"
3441,"Control","Neutral"
3442,"Reason","Neutral"
3443,"Reason","Negative"
3444,"Control","Neutral"
3445,"Reason","Positive"
3446,"Control","Negative"
3447,"Control","Negative"
3448,"Emotions","Neutral"
3449,"Emotions","Neutral"
3450,"Reason","Positive"
3451,"Control","Neutral"
3452,"Control","Negative"
3453,"Control","Neutral"
3454,"Control","Positive"
3455,"Emotions","Negative"
3456,"Reason","Negative"
3457,"Emotions","Neutral"
3458,"Control","Positive"
3459,"Reason","Positive"
3460,"Reason","Neutral"
3461,"Control","Negative"
3462,"Control","Negative"
3463,"Emotions","Negative"
3464,"Emotions","Neutral"
3465,"Control","Negative"
3466,"Control","Negative"
3467,"Emotions","Neutral"
3468,"Reason","Negative"
3469,"Reason","Neutral"
3470,"Reason","Positive"
3471,"Emotions","Positive"
3472,"Control","Neutral"
3473,"Reason","Neutral"
3474,"Control","Neutral"
3475,"Emotions","Negative"
3476,"Emotions","Negative"
3477,"Control","Neutral"
3478,"Control","Neutral"
3479,"Control","Negative"
3480,"Control","Negative"
3481,"Reason","Neutral"
3482,"Control","Negative"
3483,"Reason","Negative"
3484,"Emotions","Positive"
3485,"Reason","Neutral"
3486,"Control","Neutral"
3487,"Reason","Negative"
3488,"Emotions","Positive"
3489,"Control","Neutral"
3490,"Emotions","Neutral"
3491,"Emotions","Negative"
3492,"Control","Neutral"
3493,"Reason","Negative"
3494,"Emotions","Positive"
3495,"Control","Positive"
3496,"Emotions","Neutral"
3497,"Reason","Negative"
3498,"Emotions","Positive"
3499,"Emotions","Neutral"
3500,"Emotions","Neutral"
3501,"Emotions","Neutral"
3502,"Reason","Negative"
3503,"Control","Negative"
3504,"Emotions","Positive"
3505,"Reason","Negative"
3506,"Emotions","Negative"
3507,"Emotions","Neutral"
3508,"Emotions","Neutral"
3509,"Reason","Positive"
3510,"Emotions","Neutral"
3511,"Emotions","Neutral"
3512,"Control","Neutral"
3513,"Reason","Negative"
3514,"Control","Neutral"
3515,"Control","Positive"
3516,"Control","Positive"
3517,"Control","Neutral"
3518,"Emotions","Neutral"
3519,"Control","Positive"
3520,"Reason","Negative"
3521,"Emotions","Neutral"
3522,"Control","Positive"
3523,"Control","Negative"
3524,"Reason","Positive"
3525,"Reason","Negative"
3526,"Control","Positive"
3527,"Control","Positive"
3528,"Control","Negative"
3529,"Control","Neutral"
3530,"Control","Positive"
3531,"Reason","Neutral"
3532,"Reason","Positive"
3533,"Emotions","Negative"
3534,"Emotions","Neutral"
3535,"Reason","Negative"
3536,"Emotions","Negative"
3537,"Control","Neutral"
3538,"Emotions","Neutral"
3539,"Control","Neutral"
3540,"Control","Negative"
3541,"Emotions","Negative"
3542,"Emotions","Negative"
3543,"Control","Neutral"
3544,"Reason","Positive"
3545,"Emotions","Neutral"
3546,"Emotions","Positive"
3547,"Reason","Negative"
3548,"Emotions","Positive"
3549,"Control","Neutral"
3550,"Reason","Neutral"
3551,"Reason","Neutral"
3552,"Control","Positive"
3553,"Control","Neutral"
3554,"Control","Positive"
3555,"Reason","Negative"
3556,"Control","Positive"
3557,"Emotions","Negative"
3558,"Emotions","Positive"
3559,"Control","Negative"
3560,"Emotions","Neutral"
3561,"Emotions","Positive"
3562,"Reason","Negative"
3563,"Control","Neutral"
3564,"Emotions","Neutral"
3565,"Control","Negative"
3566,"Control","Negative"
3567,"Emotions","Positive"
3568,"Emotions","Negative"
3569,"Reason","Negative"
3570,"Reason","Neutral"
3571,"Reason","Negative"
3572,"Emotions","Negative"
3573,"Reason","Negative"
3574,"Control","Neutral"
3575,"Reason","Neutral"
3576,"Reason","Neutral"
3577,"Reason","Neutral"
3578,"Control","Positive"
3579,"Control","Neutral"
3580,"Emotions","Neutral"
3581,"Reason","Positive"
3582,"Control","Positive"
3583,"Control","Positive"
3584,"Control","Negative"
3585,"Emotions","Neutral"
3586,"Emotions","Negative"
3587,"Emotions","Positive"
3588,"Reason","Positive"
3589,"Control","Positive"
3590,"Emotions","Positive"
3591,"Emotions","Negative"
3592,"Control","Positive"
3593,"Control","Neutral"
3594,"Reason","Neutral"
3595,"Reason","Neutral"
3596,"Reason","Negative"
3597,"Emotions","Positive"
3598,"Emotions","Negative"
3599,"Control","Neutral"
3600,"Reason","Positive"
3601,"Control","Negative"
3602,"Reason","Positive"
3603,"Reason","Positive"
3604,"Reason","Negative"
3605,"Reason","Neutral"
3606,"Control","Negative"
3607,"Control","Negative"
3608,"Emotions","Neutral"
3609,"Reason","Negative"
3610,"Control","Positive"
3611,"Reason","Neutral"
3612,"Reason","Negative"
3613,"Emotions","Positive"
3614,"Emotions","Neutral"
3615,"Control","Negative"
3616,"Control","Neutral"
3617,"Emotions","Positive"
3618,"Control","Positive"
3619,"Control","Neutral"
3620,"Emotions","Positive"
3621,"Reason","Positive"
3622,"Reason","Neutral"
3623,"Emotions","Neutral"
3624,"Reason","Negative"
3625,"Reason","Negative"
3626,"Emotions","Neutral"
3627,"Control","Positive"
3628,"Emotions","Positive"
3629,"Emotions","Neutral"
3630,"Reason","Neutral"
3631,"Emotions","Neutral"
3632,"Reason","Positive"
3633,"Emotions","Negative"
3634,"Control","Negative"
3635,"Reason","Positive"
3636,"Emotions","Negative"
3637,"Reason","Neutral"
3638,"Emotions","Neutral"
3639,"Emotions","Positive"
3640,"Emotions","Positive"
3641,"Reason","Neutral"
3642,"Reason","Neutral"
3643,"Control","Positive"
3644,"Control","Positive"
3645,"Control","Neutral"
3646,"Control","Neutral"
3647,"Emotions","Negative"
3648,"Reason","Negative"
3649,"Emotions","Neutral"
3650,"Reason","Positive"
3651,"Reason","Negative"
3652,"Emotions","Negative"
3653,"Emotions","Neutral"
3654,"Reason","Positive"
3655,"Control","Positive"
3656,"Control","Neutral"
3657,"Reason","Positive"
3658,"Emotions","Neutral"
3659,"Emotions","Positive"
3660,"Reason","Neutral"
3661,"Emotions","Positive"
3662,"Reason","Neutral"
3663,"Reason","Neutral"
3664,"Reason","Positive"
3665,"Emotions","Neutral"
3666,"Control","Negative"
3667,"Reason","Positive"
3668,"Emotions","Neutral"
3669,"Control","Positive"
3670,"Reason","Positive"
3671,"Control","Neutral"
3672,"Emotions","Negative"
3673,"Control","Positive"
3674,"Control","Negative"
3675,"Emotions","Negative"
3676,"Reason","Neutral"
3677,"Emotions","Neutral"
3678,"Emotions","Positive"
3679,"Reason","Neutral"
3680,"Reason","Positive"
3681,"Emotions","Positive"
3682,"Reason","Negative"
3683,"Reason","Neutral"
3684,"Emotions","Neutral"
3685,"Emotions","Positive"
3686,"Emotions","Negative"
3687,"Emotions","Neutral"
3688,"Control","Negative"
3689,"Control","Negative"
3690,"Reason","Positive"
3691,"Control","Neutral"
3692,"Control","Neutral"
3693,"Control","Neutral"
3694,"Reason","Negative"
3695,"Control","Neutral"
3696,"Emotions","Positive"
3697,"Emotions","Negative"
3698,"Reason","Neutral"
3699,"Reason","Negative"
3700,"Reason","Negative"
3701,"Control","Negative"
3702,"Reason","Positive"
3703,"Reason","Neutral"
3704,"Reason","Neutral"
3705,"Emotions","Negative"
3706,"Reason","Neutral"
3707,"Emotions","Negative"
3708,"Emotions","Negative"
3709,"Reason","Negative"
3710,"Reason","Positive"
3711,"Control","Neutral"
3712,"Reason","Negative"
3713,"Reason","Neutral"
3714,"Reason","Positive"
3715,"Reason","Positive"
3716,"Reason","Negative"
3717,"Reason","Positive"
3718,"Control","Positive"
3719,"Control","Positive"
3720,"Reason","Positive"
3721,"Control","Positive"
3722,"Emotions","Positive"
3723,"Control","Neutral"
3724,"Emotions","Positive"
3725,"Reason","Neutral"
3726,"Emotions","Negative"
3727,"Reason","Positive"
3728,"Control","Positive"
3729,"Emotions","Neutral"
3730,"Emotions","Positive"
3731,"Emotions","Neutral"
3732,"Reason","Neutral"
3733,"Reason","Positive"
3734,"Control","Negative"
3735,"Control","Negative"
3736,"Reason","Negative"
3737,"Control","Neutral"
3738,"Emotions","Neutral"
3739,"Emotions","Positive"
3740,"Emotions","Neutral"
3741,"Control","Negative"
3742,"Emotions","Positive"
3743,"Emotions","Negative"
3744,"Reason","Positive"
3745,"Reason","Negative"
3746,"Control","Positive"
3747,"Reason","Negative"
3748,"Control","Neutral"
3749,"Control","Negative"
3750,"Reason","Positive"
3751,"Reason","Negative"
3752,"Control","Neutral"
3753,"Control","Positive"
3754,"Control","Neutral"
3755,"Emotions","Negative"
3756,"Emotions","Positive"
3757,"Reason","Negative"
3758,"Emotions","Positive"
3759,"Emotions","Neutral"
3760,"Control","Neutral"
3761,"Emotions","Neutral"
3762,"Reason","Negative"
3763,"Emotions","Positive"
3764,"Emotions","Neutral"
3765,"Emotions","Negative"
3766,"Reason","Negative"
3767,"Reason","Positive"
3768,"Control","Neutral"
3769,"Emotions","Negative"
3770,"Control","Neutral"
3771,"Control","Positive"
3772,"Reason","Neutral"
3773,"Control","Neutral"
3774,"Emotions","Negative"
3775,"Control","Negative"
3776,"Reason","Positive"
3777,"Reason","Positive"
3778,"Reason","Positive"
3779,"Emotions","Negative"
3780,"Control","Positive"
3781,"Emotions","Positive"
3782,"Reason","Negative"
3783,"Emotions","Positive"
3784,"Reason","Negative"
3785,"Emotions","Positive"
3786,"Emotions","Negative"
3787,"Control","Neutral"
3788,"Control","Negative"
3789,"Reason","Negative"
3790,"Control","Negative"
3791,"Control","Positive"
3792,"Emotions","Negative"
3793,"Reason","Negative"
3794,"Emotions","Positive"
3795,"Emotions","Neutral"
3796,"Control","Negative"
3797,"Control","Positive"
3798,"Reason","Neutral"
3799,"Control","Negative"
3800,"Emotions","Neutral"
3801,"Control","Negative"
3802,"Reason","Negative"
3803,"Reason","Neutral"
3804,"Emotions","Neutral"
3805,"Emotions","Neutral"
3806,"Control","Negative"
3807,"Reason","Negative"
3808,"Emotions","Positive"
3809,"Control","Positive"
3810,"Control","Positive"
3811,"Control","Negative"
3812,"Emotions","Neutral"
3813,"Emotions","Positive"
3814,"Control","Negative"
3815,"Control","Neutral"
3816,"Emotions","Positive"
3817,"Reason","Neutral"
3818,"Control","Neutral"
3819,"Reason","Positive"
3820,"Reason","Positive"
3821,"Emotions","Negative"
3822,"Emotions","Neutral"
3823,"Reason","Positive"
3824,"Emotions","Positive"
3825,"Reason","Neutral"
3826,"Reason","Neutral"
3827,"Emotions","Neutral"
3828,"Emotions","Positive"
3829,"Control","Positive"
3830,"Emotions","Negative"
3831,"Control","Neutral"
3832,"Emotions","Positive"
3833,"Emotions","Positive"
3834,"Emotions","Neutral"
3835,"Emotions","Positive"
3836,"Reason","Neutral"
3837,"Emotions","Positive"
3838,"Reason","Neutral"
3839,"Emotions","Neutral"
3840,"Emotions","Positive"
3841,"Reason","Neutral"
3842,"Emotions","Negative"
3843,"Control","Negative"
3844,"Control","Neutral"
3845,"Emotions","Negative"
3846,"Control","Positive"
3847,"Control","Positive"
3848,"Control","Neutral"
3849,"Control","Positive"
3850,"Reason","Positive"
3851,"Reason","Negative"
3852,"Reason","Positive"
3853,"Control","Positive"
3854,"Control","Negative"
3855,"Reason","Neutral"
3856,"Control","Neutral"
3857,"Reason","Negative"
3858,"Reason","Negative"
3859,"Reason","Positive"
3860,"Control","Positive"
3861,"Reason","Neutral"
3862,"Emotions","Neutral"
3863,"Reason","Negative"
3864,"Reason","Positive"
3865,"Emotions","Negative"
3866,"Control","Neutral"
3867,"Reason","Neutral"
3868,"Emotions","Negative"
3869,"Control","Positive"
3870,"Emotions","Positive"
3871,"Reason","Negative"
3872,"Emotions","Neutral"
3873,"Control","Negative"
3874,"Reason","Negative"
3875,"Emotions","Positive"
3876,"Control","Neutral"
3877,"Control","Neutral"
3878,"Reason","Positive"
3879,"Reason","Neutral"
3880,"Reason","Neutral"
3881,"Reason","Positive"
3882,"Emotions","Neutral"
3883,"Control","Neutral"
3884,"Reason","Negative"
3885,"Reason","Neutral"
3886,"Reason","Negative"
3887,"Emotions","Negative"
3888,"Control","Negative"
3889,"Control","Positive"
3890,"Reason","Positive"
3891,"Control","Neutral"
3892,"Emotions","Negative"
3893,"Control","Neutral"
3894,"Reason","Neutral"
3895,"Control","Neutral"
3896,"Emotions","Neutral"
3897,"Emotions","Neutral"
3898,"Control","Negative"
3899,"Control","Negative"
3900,"Reason","Negative"
3901,"Reason","Negative"
3902,"Reason","Positive"
3903,"Control","Negative"
3904,"Emotions","Negative"
3905,"Emotions","Negative"
3906,"Control","Positive"
3907,"Emotions","Neutral"
3908,"Emotions","Positive"
3909,"Control","Negative"
3910,"Emotions","Negative"
3911,"Control","Positive"
3912,"Reason","Neutral"
3913,"Emotions","Positive"
3914,"Control","Positive"
3915,"Emotions","Negative"
3916,"Emotions","Positive"
3917,"Reason","Positive"
3918,"Control","Positive"
3919,"Reason","Positive"
3920,"Emotions","Positive"
3921,"Emotions","Positive"
3922,"Emotions","Negative"
3923,"Control","Negative"
3924,"Reason","Negative"
3925,"Control","Negative"
3926,"Emotions","Positive"
3927,"Reason","Positive"
3928,"Emotions","Positive"
3929,"Reason","Positive"
3930,"Control","Negative"
3931,"Control","Negative"
3932,"Control","Positive"
3933,"Control","Positive"
3934,"Control","Positive"
3935,"Reason","Positive"
3936,"Reason","Neutral"
3937,"Emotions","Neutral"
3938,"Reason","Neutral"
3939,"Emotions","Neutral"
3940,"Control","Positive"
3941,"Reason","Positive"
3942,"Reason","Positive"
3943,"Control","Neutral"
3944,"Control","Neutral"
3945,"Control","Positive"
3946,"Emotions","Neutral"
3947,"Emotions","Negative"
3948,"Reason","Neutral"
3949,"Control","Neutral"
3950,"Reason","Neutral"
3951,"Control","Neutral"
3952,"Control","Positive"
3953,"Control","Negative"
3954,"Control","Positive"
3955,"Control","Neutral"
3956,"Emotions","Neutral"
3957,"Reason","Neutral"
3958,"Control","Neutral"
3959,"Emotions","Neutral"
3960,"Emotions","Negative"
3961,"Control","Positive"
3962,"Control","Neutral"
3963,"Emotions","Negative"
3964,"Control","Positive"
3965,"Emotions","Positive"
3966,"Control","Positive"
3967,"Emotions","Neutral"
3968,"Control","Neutral"
3969,"Emotions","Negative"
3970,"Reason","Negative"
3971,"Control","Positive"
3972,"Control","Neutral"
3973,"Emotions","Positive"
3974,"Control","Positive"
3975,"Reason","Negative"
3976,"Reason","Neutral"
3977,"Emotions","Negative"
3978,"Emotions","Neutral"
3979,"Control","Positive"
3980,"Emotions","Positive"
3981,"Reason","Positive"
3982,"Reason","Neutral"
3983,"Control","Positive"
3984,"Reason","Neutral"
3985,"Emotions","Neutral"
3986,"Control","Negative"
3987,"Control","Positive"
3988,"Control","Negative"
3989,"Emotions","Neutral"
3990,"Control","Positive"
3991,"Control","Positive"
3992,"Reason","Neutral"
3993,"Reason","Positive"
3994,"Control","Neutral"
3995,"Emotions","Positive"
3996,"Emotions","Positive"
3997,"Emotions","Neutral"
3998,"Emotions","Negative"
3999,"Reason","Neutral"
4000,"Emotions","Positive"
4001,"Emotions","Neutral"
4002,"Control","Neutral"
4003,"Emotions","Neutral"
4004,"Emotions","Positive"
4005,"Emotions","Negative"
4006,"Emotions","Negative"
4007,"Reason","Positive"
4008,"Control","Negative"
4009,"Reason","Neutral"
4010,"Control","Neutral"
4011,"Control","Negative"
4012,"Control","Negative"
4013,"Control","Negative"
4014,"Reason","Neutral"
4015,"Control","Neutral"
4016,"Emotions","Positive"
4017,"Emotions","Positive"
4018,"Control","Neutral"
4019,"Emotions","Neutral"
4020,"Emotions","Positive"
4021,"Control","Positive"
4022,"Control","Neutral"
4023,"Control","Negative"
4024,"Reason","Neutral"
4025,"Control","Negative"
4026,"Control","Neutral"
4027,"Reason","Positive"
4028,"Emotions","Positive"
4029,"Reason","Positive"
4030,"Emotions","Neutral"
4031,"Reason","Neutral"
4032,"Control","Neutral"
4033,"Reason","Negative"
4034,"Control","Neutral"
4035,"Emotions","Negative"
4036,"Control","Negative"
4037,"Reason","Negative"
4038,"Reason","Positive"
4039,"Emotions","Negative"
4040,"Control","Negative"
4041,"Emotions","Positive"
4042,"Control","Negative"
4043,"Control","Neutral"
4044,"Emotions","Neutral"
4045,"Emotions","Positive"
4046,"Control","Positive"
4047,"Emotions","Negative"
4048,"Control","Negative"
4049,"Emotions","Negative"
4050,"Emotions","Positive"
4051,"Emotions","Negative"
4052,"Reason","Neutral"
4053,"Emotions","Neutral"
4054,"Reason","Negative"
4055,"Control","Positive"
4056,"Control","Neutral"
4057,"Emotions","Positive"
4058,"Reason","Neutral"
4059,"Control","Negative"
4060,"Reason","Negative"
4061,"Reason","Positive"
4062,"Control","Negative"
4063,"Reason","Positive"
4064,"Reason","Positive"
4065,"Control","Neutral"
4066,"Emotions","Neutral"
4067,"Emotions","Negative"
4068,"Reason","Positive"
4069,"Emotions","Neutral"
4070,"Control","Negative"
4071,"Control","Negative"
4072,"Control","Neutral"
4073,"Reason","Negative"
4074,"Control","Neutral"
4075,"Reason","Positive"
4076,"Reason","Negative"
4077,"Control","Positive"
4078,"Control","Neutral"
4079,"Reason","Positive"
4080,"Control","Neutral"
4081,"Emotions","Negative"
4082,"Reason","Negative"
4083,"Reason","Negative"
4084,"Control","Positive"
4085,"Control","Positive"
4086,"Reason","Positive"
4087,"Reason","Neutral"
4088,"Reason","Negative"
4089,"Control","Positive"
4090,"Reason","Neutral"
4091,"Emotions","Positive"
4092,"Emotions","Neutral"
4093,"Control","Negative"
4094,"Reason","Positive"
4095,"Reason","Negative"
4096,"Emotions","Positive"
4097,"Reason","Neutral"
4098,"Control","Negative"
4099,"Control","Positive"
4100,"Control","Positive"
4101,"Reason","Negative"
4102,"Reason","Neutral"
4103,"Emotions","Negative"
4104,"Emotions","Positive"
4105,"Control","Negative"
4106,"Reason","Negative"
4107,"Reason","Neutral"
4108,"Control","Neutral"
4109,"Control","Negative"
4110,"Emotions","Neutral"
4111,"Emotions","Neutral"
4112,"Control","Positive"
4113,"Reason","Neutral"
4114,"Emotions","Negative"
4115,"Control","Negative"
4116,"Reason","Positive"
4117,"Control","Positive"
4118,"Reason","Positive"
4119,"Emotions","Negative"
4120,"Reason","Negative"
4121,"Reason","Neutral"
4122,"Control","Positive"
4123,"Reason","Neutral"
4124,"Emotions","Neutral"
4125,"Control","Negative"
4126,"Control","Neutral"
4127,"Control","Positive"
4128,"Control","Positive"
4129,"Control","Negative"
4130,"Control","Negative"
4131,"Control","Negative"
4132,"Emotions","Positive"
4133,"Emotions","Negative"
4134,"Control","Positive"
4135,"Reason","Neutral"
4136,"Control","Negative"
4137,"Control","Negative"
4138,"Control","Negative"
4139,"Reason","Positive"
4140,"Emotions","Neutral"
4141,"Reason","Negative"
4142,"Reason","Neutral"
4143,"Reason","Negative"
4144,"Reason","Positive"
4145,"Control","Neutral"
4146,"Emotions","Neutral"
4147,"Reason","Negative"
4148,"Emotions","Neutral"
4149,"Control","Positive"
4150,"Control","Neutral"
4151,"Emotions","Neutral"
4152,"Control","Neutral"
4153,"Emotions","Neutral"
4154,"Reason","Negative"
4155,"Control","Negative"
4156,"Control","Neutral"
4157,"Emotions","Neutral"
4158,"Control","Positive"
4159,"Reason","Negative"
4160,"Control","Negative"
4161,"Control","Negative"
4162,"Control","Neutral"
4163,"Emotions","Negative"
4164,"Reason","Positive"
4165,"Reason","Positive"
4166,"Control","Positive"
4167,"Control","Positive"
4168,"Emotions","Positive"
4169,"Reason","Negative"
4170,"Control","Neutral"
4171,"Reason","Neutral"
4172,"Control","Neutral"
4173,"Control","Neutral"
4174,"Emotions","Negative"
4175,"Reason","Negative"
4176,"Reason","Negative"
4177,"Control","Positive"
4178,"Control","Neutral"
4179,"Emotions","Negative"
4180,"Control","Negative"
4181,"Reason","Negative"
4182,"Emotions","Neutral"
4183,"Reason","Neutral"
4184,"Emotions","Positive"
4185,"Reason","Positive"
4186,"Control","Positive"
4187,"Reason","Neutral"
4188,"Reason","Positive"
4189,"Emotions","Positive"
4190,"Reason","Negative"
4191,"Control","Neutral"
4192,"Emotions","Positive"
4193,"Emotions","Positive"
4194,"Reason","Neutral"
4195,"Emotions","Positive"
4196,"Control","Neutral"
4197,"Reason","Neutral"
4198,"Control","Neutral"
4199,"Reason","Positive"
4200,"Reason","Positive"
4201,"Emotions","Positive"
4202,"Emotions","Neutral"
4203,"Emotions","Positive"
4204,"Reason","Negative"
4205,"Emotions","Neutral"
4206,"Control","Positive"
4207,"Emotions","Neutral"
4208,"Control","Positive"
4209,"Emotions","Neutral"
4210,"Reason","Negative"
4211,"Emotions","Neutral"
4212,"Control","Neutral"
4213,"Control","Neutral"
4214,"Emotions","Positive"
4215,"Control","Neutral"
4216,"Reason","Positive"
4217,"Emotions","Neutral"
4218,"Control","Positive"
4219,"Emotions","Positive"
4220,"Emotions","Positive"
4221,"Emotions","Positive"
4222,"Emotions","Neutral"
4223,"Emotions","Neutral"
4224,"Reason","Positive"
4225,"Emotions","Positive"
4226,"Reason","Positive"
4227,"Emotions","Negative"
4228,"Control","Negative"
4229,"Emotions","Neutral"
4230,"Emotions","Negative"
4231,"Control","Negative"
4232,"Reason","Positive"
4233,"Reason","Positive"
4234,"Reason","Negative"
4235,"Reason","Negative"
4236,"Control","Negative"
4237,"Reason","Positive"
4238,"Reason","Neutral"
4239,"Reason","Negative"
4240,"Reason","Neutral"
4241,"Reason","Neutral"
4242,"Emotions","Negative"
4243,"Emotions","Neutral"
4244,"Reason","Positive"
4245,"Control","Negative"
4246,"Control","Negative"
4247,"Emotions","Negative"
4248,"Control","Negative"
4249,"Emotions","Positive"
4250,"Reason","Positive"
4251,"Reason","Neutral"
4252,"Control","Negative"
4253,"Control","Negative"
4254,"Control","Neutral"
4255,"Reason","Positive"
