Participant_ID,Age_x,Gender_x,Location_x,Education_x,COVID_Awareness_Level_x,Received_Info_Social_Media_x,Vaccine_Hesitancy_x,Reasons_For_Hesitancy_x,Ad_Type_x,Feel_About_Info_Social_Media,Age_y,Gender_y,Location_y,Education_y,COVID_Awareness_Level_y,Received_Info_Social_Media_y,Vaccine_Hesitancy_y,Reasons_For_Hesitancy_y,Ad_Type_y,Received_Vaccine,Influenced_Decision,Effectiveness_Reason_Ad,Effectiveness_Emotions_Ad
3898,53,Female,Rural,High School,High,No,Yes,,Control,Negative,53,Female,Rural,High School,High,No,Yes,,Emotions,No,Not Applicable,,Very effective
3902,62,Male,Urban,College,High,No,Yes,,Reason,Positive,62,Male,Urban,College,High,No,Yes,,Control,Yes,Reason Ad,,
3903,51,Male,Suburban,Graduate School,Low,Yes,Yes,,Control,Negative,51,Male,Suburban,Graduate School,Low,Yes,Yes,,Reason,Yes,Reason Ad,Very effective,
3904,26,Female,Rural,High School,High,No,No,,Emotions,Negative,26,Female,Rural,High School,High,No,No,,Control,Yes,Emotions Ad,,
3905,41,Male,Rural,Graduate School,High,No,Yes,,Emotions,Negative,41,Male,Rural,Graduate School,High,No,Yes,,Control,Yes,Emotions Ad,,
3906,25,Male,Urban,Graduate School,Low,Yes,Yes,,Control,Positive,25,Male,Urban,Graduate School,Low,Yes,Yes,,Control,Yes,Other,,
3907,24,Male,Urban,High School,Low,No,No,Concerns about side effects,Emotions,Neutral,24,Male,Urban,High School,Low,No,No,Concerns about side effects,Control,No,Not Applicable,,
3908,53,Female,Rural,Graduate School,Low,No,Yes,,Emotions,Positive,53,Female,Rural,Graduate School,Low,No,Yes,,Emotions,No,Not Applicable,,Very effective
3909,35,Female,Suburban,High School,High,Yes,Yes,,Control,Negative,35,Female,Suburban,High School,High,Yes,Yes,,Control,No,Not Applicable,,
3910,20,Male,Rural,High School,High,Yes,Not Sure,,Emotions,Negative,20,Male,Rural,High School,High,Yes,Not Sure,,Reason,No,Not Applicable,Very effective,
3912,23,Female,Urban,High School,Low,Yes,Yes,,Reason,Neutral,23,Female,Urban,High School,Low,Yes,Yes,,Emotions,Yes,Reason Ad,,Not at all effective
3913,61,Female,Suburban,Graduate School,Medium,Yes,Yes,Concerns about side effects,Emotions,Positive,61,Female,Suburban,Graduate School,Medium,Yes,Yes,Concerns about side effects,Control,Yes,Reason Ad,,
3914,61,Female,Rural,Graduate School,Low,No,No,,Control,Positive,61,Female,Rural,Graduate School,Low,No,No,,Control,No,Not Applicable,,
3915,38,Female,Suburban,Graduate School,Medium,Yes,Yes,,Emotions,Negative,38,Female,Suburban,Graduate School,Medium,Yes,Yes,,Reason,No,Not Applicable,Not at all effective,
3916,45,Female,Suburban,College,Medium,No,No,,Emotions,Positive,45,Female,Suburban,College,Medium,No,No,,Reason,Yes,Reason Ad,Not at all effective,
3918,18,Female,Rural,Graduate School,High,No,Yes,Concerns about side effects,Control,Positive,18,Female,Rural,Graduate School,High,No,Yes,Concerns about side effects,Control,No,Not Applicable,,
3919,53,Female,Urban,College,Medium,No,Yes,Concerns about side effects,Reason,Positive,53,Female,Urban,College,Medium,No,Yes,Concerns about side effects,Control,No,Not Applicable,,
3920,38,Male,Rural,High School,Medium,No,Yes,,Emotions,Positive,38,Male,Rural,High School,Medium,No,Yes,,Control,Yes,Reason Ad,,
3921,60,Male,Urban,High School,Low,Yes,Yes,,Emotions,Positive,60,Male,Urban,High School,Low,Yes,Yes,,Control,No,Not Applicable,,
3922,52,Male,Urban,High School,Medium,No,Yes,,Emotions,Negative,52,Male,Urban,High School,Medium,No,Yes,,Control,No,Not Applicable,,
3923,30,Male,Rural,College,Low,Yes,Yes,,Control,Negative,30,Male,Rural,College,Low,Yes,Yes,,Reason,No,Not Applicable,Very effective,
3924,27,Female,Rural,Graduate School,High,No,Yes,,Reason,Negative,27,Female,Rural,Graduate School,High,No,Yes,,Reason,Yes,Other,Very effective,
3925,61,Female,Urban,Graduate School,Low,No,No,,Control,Negative,61,Female,Urban,Graduate School,Low,No,No,,Emotions,Yes,Reason Ad,,Very effective
3927,27,Female,Urban,Graduate School,Medium,Yes,No,Concerns about side effects,Reason,Positive,27,Female,Urban,Graduate School,Medium,Yes,No,Concerns about side effects,Emotions,Yes,Other,,Very effective
3928,63,Male,Rural,College,Medium,No,Yes,,Emotions,Positive,63,Male,Rural,College,Medium,No,Yes,,Reason,Yes,Other,Somewhat effective,
3929,30,Female,Urban,Graduate School,Medium,No,Not Sure,,Reason,Positive,30,Female,Urban,Graduate School,Medium,No,Not Sure,,Emotions,Yes,Reason Ad,,Very effective
3930,54,Female,Urban,High School,Low,Yes,Not Sure,,Control,Negative,54,Female,Urban,High School,Low,Yes,Not Sure,,Control,Yes,Other,,
3931,55,Male,Urban,College,High,No,Yes,Concerns about side effects,Control,Negative,55,Male,Urban,College,High,No,Yes,Concerns about side effects,Emotions,Yes,Emotions Ad,,Very effective
3932,41,Female,Suburban,College,High,No,Yes,,Control,Positive,41,Female,Suburban,College,High,No,Yes,,Control,No,Not Applicable,,
3933,19,Female,Rural,High School,High,Yes,No,Concerns about side effects,Control,Positive,19,Female,Rural,High School,High,Yes,No,Concerns about side effects,Control,Yes,Other,,
3934,39,Female,Urban,High School,High,Yes,Not Sure,Concerns about side effects,Control,Positive,39,Female,Urban,High School,High,Yes,Not Sure,Concerns about side effects,Emotions,No,Not Applicable,,Somewhat effective
3935,34,Female,Suburban,Graduate School,High,Yes,Not Sure,,Reason,Positive,34,Female,Suburban,Graduate School,High,Yes,Not Sure,,Emotions,Yes,Emotions Ad,,Somewhat effective
3936,53,Male,Urban,High School,Low,No,Yes,,Reason,Neutral,53,Male,Urban,High School,Low,No,Yes,,Control,No,Not Applicable,,
3938,27,Male,Urban,College,Medium,No,Not Sure,,Reason,Neutral,27,Male,Urban,College,Medium,No,Not Sure,,Reason,No,Not Applicable,Not at all effective,
3939,52,Male,Urban,College,High,No,Not Sure,,Emotions,Neutral,52,Male,Urban,College,High,No,Not Sure,,Emotions,Yes,Other,,Very effective
3940,42,Male,Suburban,Graduate School,Medium,Yes,Yes,,Control,Positive,42,Male,Suburban,Graduate School,Medium,Yes,Yes,,Emotions,No,Not Applicable,,Somewhat effective
3941,20,Female,Suburban,Graduate School,Low,Yes,Yes,,Reason,Positive,20,Female,Suburban,Graduate School,Low,Yes,Yes,,Reason,Yes,Reason Ad,Not at all effective,
3942,64,Female,Rural,High School,Low,No,Yes,,Reason,Positive,64,Female,Rural,High School,Low,No,Yes,,Emotions,No,Not Applicable,,Very effective
3943,55,Male,Rural,Graduate School,Medium,Yes,No,Concerns about side effects,Control,Neutral,55,Male,Rural,Graduate School,Medium,Yes,No,Concerns about side effects,Control,No,Not Applicable,,
3944,34,Male,Suburban,Graduate School,High,Yes,No,,Control,Neutral,34,Male,Suburban,Graduate School,High,Yes,No,,Reason,No,Not Applicable,Somewhat effective,
3945,29,Male,Rural,College,Low,No,Yes,,Control,Positive,29,Male,Rural,College,Low,No,Yes,,Reason,Yes,Emotions Ad,Somewhat effective,
3946,41,Female,Suburban,College,Low,Yes,No,Concerns about side effects,Emotions,Neutral,41,Female,Suburban,College,Low,Yes,No,Concerns about side effects,Control,No,Not Applicable,,
3947,46,Male,Rural,High School,Low,Yes,Not Sure,,Emotions,Negative,46,Male,Rural,High School,Low,Yes,Not Sure,,Control,No,Not Applicable,,
3948,60,Female,Urban,College,High,Yes,Not Sure,Concerns about side effects,Reason,Neutral,60,Female,Urban,College,High,Yes,Not Sure,Concerns about side effects,Control,Yes,Emotions Ad,,
3949,42,Female,Rural,Graduate School,Medium,No,Yes,,Control,Neutral,42,Female,Rural,Graduate School,Medium,No,Yes,,Reason,Yes,Emotions Ad,Not at all effective,
3950,53,Female,Urban,High School,Medium,Yes,Not Sure,,Reason,Neutral,53,Female,Urban,High School,Medium,Yes,Not Sure,,Control,No,Not Applicable,,
3951,43,Female,Urban,High School,High,Yes,Not Sure,,Control,Neutral,43,Female,Urban,High School,High,Yes,Not Sure,,Emotions,Yes,Emotions Ad,,Very effective
3952,55,Male,Rural,College,Low,No,Not Sure,Concerns about side effects,Control,Positive,55,Male,Rural,College,Low,No,Not Sure,Concerns about side effects,Emotions,Yes,Reason Ad,,Not at all effective
3953,18,Female,Suburban,College,High,No,Not Sure,,Control,Negative,18,Female,Suburban,College,High,No,Not Sure,,Control,Yes,Other,,
3954,37,Female,Urban,College,High,No,Not Sure,,Control,Positive,37,Female,Urban,College,High,No,Not Sure,,Emotions,Yes,Emotions Ad,,Not at all effective
3955,45,Male,Urban,High School,Medium,No,No,Concerns about side effects,Control,Neutral,45,Male,Urban,High School,Medium,No,No,Concerns about side effects,Emotions,No,Not Applicable,,Very effective
3956,33,Female,Rural,College,High,Yes,No,,Emotions,Neutral,33,Female,Rural,College,High,Yes,No,,Reason,Yes,Reason Ad,Very effective,
3957,64,Female,Suburban,Graduate School,High,No,Yes,,Reason,Neutral,64,Female,Suburban,Graduate School,High,No,Yes,,Control,No,Not Applicable,,
3958,34,Female,Suburban,High School,Low,No,Not Sure,,Control,Neutral,34,Female,Suburban,High School,Low,No,Not Sure,,Emotions,Yes,Reason Ad,,Not at all effective
3959,57,Male,Rural,College,Low,Yes,No,Concerns about side effects,Emotions,Neutral,57,Male,Rural,College,Low,Yes,No,Concerns about side effects,Control,Yes,Other,,
3960,45,Female,Suburban,Graduate School,Medium,No,No,,Emotions,Negative,45,Female,Suburban,Graduate School,Medium,No,No,,Control,Yes,Other,,
3962,44,Male,Rural,College,High,Yes,Not Sure,,Control,Neutral,44,Male,Rural,College,High,Yes,Not Sure,,Emotions,No,Not Applicable,,Not at all effective
3963,59,Male,Rural,Graduate School,High,No,No,,Emotions,Negative,59,Male,Rural,Graduate School,High,No,No,,Emotions,No,Not Applicable,,Not at all effective
3964,64,Female,Urban,High School,High,No,Yes,,Control,Positive,64,Female,Urban,High School,High,No,Yes,,Reason,No,Not Applicable,Very effective,
3965,47,Female,Urban,High School,Medium,Yes,Yes,Concerns about side effects,Emotions,Positive,47,Female,Urban,High School,Medium,Yes,Yes,Concerns about side effects,Reason,No,Not Applicable,Not at all effective,
3966,58,Male,Urban,Graduate School,Low,Yes,Not Sure,,Control,Positive,58,Male,Urban,Graduate School,Low,Yes,Not Sure,,Reason,Yes,Reason Ad,Not at all effective,
3967,51,Female,Rural,High School,High,Yes,Yes,,Emotions,Neutral,51,Female,Rural,High School,High,Yes,Yes,,Emotions,No,Not Applicable,,Somewhat effective
3968,54,Male,Urban,College,Low,Yes,No,,Control,Neutral,54,Male,Urban,College,Low,Yes,No,,Reason,Yes,Reason Ad,Not at all effective,
3969,23,Female,Urban,Graduate School,Low,Yes,Not Sure,,Emotions,Negative,23,Female,Urban,Graduate School,Low,Yes,Not Sure,,Control,No,Not Applicable,,
3970,24,Male,Urban,High School,Low,Yes,Yes,,Reason,Negative,24,Male,Urban,High School,Low,Yes,Yes,,Reason,Yes,Emotions Ad,Very effective,
3971,49,Female,Rural,College,Low,Yes,Not Sure,,Control,Positive,49,Female,Rural,College,Low,Yes,Not Sure,,Reason,No,Not Applicable,Very effective,
3972,49,Male,Rural,College,Medium,Yes,No,Concerns about side effects,Control,Neutral,49,Male,Rural,College,Medium,Yes,No,Concerns about side effects,Reason,Yes,Reason Ad,Very effective,
3973,42,Male,Rural,High School,Medium,Yes,Yes,,Emotions,Positive,42,Male,Rural,High School,Medium,Yes,Yes,,Control,Yes,Other,,
3974,50,Male,Urban,Graduate School,Medium,Yes,No,,Control,Positive,50,Male,Urban,Graduate School,Medium,Yes,No,,Control,No,Not Applicable,,
3975,24,Male,Suburban,College,High,Yes,Yes,,Reason,Negative,24,Male,Suburban,College,High,Yes,Yes,,Emotions,No,Not Applicable,,Somewhat effective
3976,29,Male,Urban,College,High,Yes,Not Sure,,Reason,Neutral,29,Male,Urban,College,High,Yes,Not Sure,,Reason,Yes,Other,Very effective,
3978,33,Female,Rural,College,Medium,Yes,Yes,,Emotions,Neutral,33,Female,Rural,College,Medium,Yes,Yes,,Control,Yes,Other,,
3979,60,Male,Rural,Graduate School,Low,Yes,Yes,,Control,Positive,60,Male,Rural,Graduate School,Low,Yes,Yes,,Control,No,Not Applicable,,
3980,53,Female,Urban,High School,Medium,Yes,Not Sure,,Emotions,Positive,53,Female,Urban,High School,Medium,Yes,Not Sure,,Control,Yes,Emotions Ad,,
3982,24,Female,Suburban,High School,High,Yes,No,,Reason,Neutral,24,Female,Suburban,High School,High,Yes,No,,Emotions,No,Not Applicable,,Somewhat effective
3983,53,Female,Suburban,College,Low,No,Not Sure,,Control,Positive,53,Female,Suburban,College,Low,No,Not Sure,,Emotions,Yes,Other,,Not at all effective
3984,64,Female,Rural,Graduate School,Medium,No,Not Sure,,Reason,Neutral,64,Female,Rural,Graduate School,Medium,No,Not Sure,,Emotions,No,Not Applicable,,Very effective
3985,26,Female,Suburban,High School,Low,No,No,,Emotions,Neutral,26,Female,Suburban,High School,Low,No,No,,Reason,No,Not Applicable,Somewhat effective,
3986,49,Male,Suburban,Graduate School,Medium,No,Not Sure,,Control,Negative,49,Male,Suburban,Graduate School,Medium,No,Not Sure,,Control,No,Not Applicable,,
3987,28,Female,Rural,High School,High,Yes,Yes,,Control,Positive,28,Female,Rural,High School,High,Yes,Yes,,Emotions,Yes,Emotions Ad,,Not at all effective
3988,25,Female,Suburban,College,Low,No,Not Sure,Concerns about side effects,Control,Negative,25,Female,Suburban,College,Low,No,Not Sure,Concerns about side effects,Emotions,No,Not Applicable,,Not at all effective
3989,50,Female,Urban,High School,Low,No,No,,Emotions,Neutral,50,Female,Urban,High School,Low,No,No,,Control,No,Not Applicable,,
3990,40,Male,Suburban,College,Medium,Yes,Not Sure,Concerns about side effects,Control,Positive,40,Male,Suburban,College,Medium,Yes,Not Sure,Concerns about side effects,Control,No,Not Applicable,,
3991,42,Female,Rural,College,Medium,No,No,,Control,Positive,42,Female,Rural,College,Medium,No,No,,Reason,No,Not Applicable,Very effective,
3992,25,Female,Urban,High School,Medium,No,Not Sure,Concerns about side effects,Reason,Neutral,25,Female,Urban,High School,Medium,No,Not Sure,Concerns about side effects,Reason,No,Not Applicable,Very effective,
3993,62,Female,Suburban,Graduate School,High,Yes,No,,Reason,Positive,62,Female,Suburban,Graduate School,High,Yes,No,,Reason,Yes,Emotions Ad,Very effective,
3994,39,Male,Urban,College,Medium,Yes,Not Sure,,Control,Neutral,39,Male,Urban,College,Medium,Yes,Not Sure,,Emotions,Yes,Reason Ad,,Very effective
3995,21,Female,Urban,Graduate School,High,No,Yes,,Emotions,Positive,21,Female,Urban,Graduate School,High,No,Yes,,Emotions,Yes,Other,,Somewhat effective
3996,57,Male,Suburban,High School,Medium,Yes,No,,Emotions,Positive,57,Male,Suburban,High School,Medium,Yes,No,,Control,No,Not Applicable,,
3998,46,Male,Rural,Graduate School,High,Yes,Not Sure,,Emotions,Negative,46,Male,Rural,Graduate School,High,Yes,Not Sure,,Reason,Yes,Other,Somewhat effective,
3999,58,Male,Rural,College,Medium,No,Not Sure,,Reason,Neutral,58,Male,Rural,College,Medium,No,Not Sure,,Control,No,Not Applicable,,
4000,46,Male,Urban,High School,High,No,Not Sure,,Emotions,Positive,46,Male,Urban,High School,High,No,Not Sure,,Reason,Yes,Reason Ad,Very effective,
4001,51,Female,Rural,College,High,No,Yes,,Emotions,Neutral,51,Female,Rural,College,High,No,Yes,,Reason,Yes,Reason Ad,Not at all effective,
4003,45,Male,Urban,Graduate School,Medium,Yes,No,,Emotions,Neutral,45,Male,Urban,Graduate School,Medium,Yes,No,,Reason,Yes,Emotions Ad,Very effective,
4005,32,Male,Rural,Graduate School,Medium,Yes,Yes,,Emotions,Negative,32,Male,Rural,Graduate School,Medium,Yes,Yes,,Reason,Yes,Emotions Ad,Not at all effective,
4006,40,Female,Rural,High School,Low,Yes,Not Sure,,Emotions,Negative,40,Female,Rural,High School,Low,Yes,Not Sure,,Control,No,Not Applicable,,
4007,61,Female,Suburban,High School,Medium,No,Not Sure,,Reason,Positive,61,Female,Suburban,High School,Medium,No,Not Sure,,Control,Yes,Reason Ad,,
4008,43,Female,Urban,Graduate School,High,Yes,No,,Control,Negative,43,Female,Urban,Graduate School,High,Yes,No,,Emotions,Yes,Reason Ad,,Somewhat effective
4009,21,Female,Urban,Graduate School,High,Yes,Not Sure,,Reason,Neutral,21,Female,Urban,Graduate School,High,Yes,Not Sure,,Reason,No,Not Applicable,Very effective,
4010,43,Male,Urban,High School,Low,No,Yes,,Control,Neutral,43,Male,Urban,High School,Low,No,Yes,,Control,Yes,Reason Ad,,
4011,57,Female,Rural,Graduate School,Medium,No,Not Sure,,Control,Negative,57,Female,Rural,Graduate School,Medium,No,Not Sure,,Reason,Yes,Emotions Ad,Not at all effective,
4012,26,Male,Rural,High School,Low,Yes,Not Sure,,Control,Negative,26,Male,Rural,High School,Low,Yes,Not Sure,,Reason,No,Not Applicable,Somewhat effective,
4013,22,Female,Rural,Graduate School,Medium,Yes,No,Concerns about side effects,Control,Negative,22,Female,Rural,Graduate School,Medium,Yes,No,Concerns about side effects,Emotions,Yes,Reason Ad,,Somewhat effective
4014,49,Female,Rural,High School,Medium,Yes,Not Sure,,Reason,Neutral,49,Female,Rural,High School,Medium,Yes,Not Sure,,Emotions,Yes,Other,,Very effective
4016,28,Male,Suburban,College,Low,Yes,No,,Emotions,Positive,28,Male,Suburban,College,Low,Yes,No,,Control,No,Not Applicable,,
4017,32,Female,Rural,High School,High,Yes,Not Sure,,Emotions,Positive,32,Female,Rural,High School,High,Yes,Not Sure,,Control,No,Not Applicable,,
4018,49,Female,Urban,High School,High,Yes,No,,Control,Neutral,49,Female,Urban,High School,High,Yes,No,,Emotions,Yes,Reason Ad,,Somewhat effective
4020,39,Male,Urban,College,Low,Yes,Not Sure,,Emotions,Positive,39,Male,Urban,College,Low,Yes,Not Sure,,Control,Yes,Emotions Ad,,
4021,58,Female,Rural,Graduate School,Medium,Yes,Not Sure,,Control,Positive,58,Female,Rural,Graduate School,Medium,Yes,Not Sure,,Control,Yes,Other,,
4022,34,Female,Rural,Graduate School,Medium,No,Yes,,Control,Neutral,34,Female,Rural,Graduate School,Medium,No,Yes,,Emotions,No,Not Applicable,,Not at all effective
4023,43,Male,Urban,High School,Low,No,Yes,Concerns about side effects,Control,Negative,43,Male,Urban,High School,Low,No,Yes,Concerns about side effects,Reason,No,Not Applicable,Very effective,
4024,61,Male,Urban,Graduate School,Medium,No,No,,Reason,Neutral,61,Male,Urban,Graduate School,Medium,No,No,,Reason,Yes,Other,Somewhat effective,
4025,24,Female,Urban,Graduate School,Low,Yes,No,,Control,Negative,24,Female,Urban,Graduate School,Low,Yes,No,,Emotions,No,Not Applicable,,Not at all effective
4026,59,Female,Urban,High School,Low,Yes,Not Sure,,Control,Neutral,59,Female,Urban,High School,Low,Yes,Not Sure,,Reason,No,Not Applicable,Not at all effective,
4027,43,Female,Suburban,College,Medium,No,Yes,,Reason,Positive,43,Female,Suburban,College,Medium,No,Yes,,Reason,Yes,Reason Ad,Not at all effective,
4028,42,Male,Urban,College,High,No,Yes,,Emotions,Positive,42,Male,Urban,College,High,No,Yes,,Emotions,No,Not Applicable,,Somewhat effective
4029,27,Male,Rural,High School,Low,No,Not Sure,Concerns about side effects,Reason,Positive,27,Male,Rural,High School,Low,No,Not Sure,Concerns about side effects,Control,No,Not Applicable,,
4030,62,Male,Rural,High School,Low,No,Not Sure,,Emotions,Neutral,62,Male,Rural,High School,Low,No,Not Sure,,Emotions,No,Not Applicable,,Not at all effective
4031,36,Female,Suburban,High School,Low,No,Not Sure,,Reason,Neutral,36,Female,Suburban,High School,Low,No,Not Sure,,Emotions,No,Not Applicable,,Not at all effective
4032,28,Male,Urban,High School,Low,Yes,Not Sure,,Control,Neutral,28,Male,Urban,High School,Low,Yes,Not Sure,,Reason,Yes,Emotions Ad,Very effective,
4033,30,Female,Rural,High School,Medium,Yes,Yes,,Reason,Negative,30,Female,Rural,High School,Medium,Yes,Yes,,Emotions,No,Not Applicable,,Somewhat effective
4034,25,Male,Suburban,High School,Medium,Yes,Not Sure,,Control,Neutral,25,Male,Suburban,High School,Medium,Yes,Not Sure,,Reason,Yes,Other,Very effective,
4035,57,Male,Rural,Graduate School,Low,Yes,Not Sure,,Emotions,Negative,57,Male,Rural,Graduate School,Low,Yes,Not Sure,,Emotions,Yes,Emotions Ad,,Very effective
4037,64,Female,Suburban,Graduate School,Medium,No,Not Sure,,Reason,Negative,64,Female,Suburban,Graduate School,Medium,No,Not Sure,,Control,Yes,Reason Ad,,
4038,48,Female,Urban,College,High,No,Yes,,Reason,Positive,48,Female,Urban,College,High,No,Yes,,Reason,Yes,Emotions Ad,Very effective,
4039,45,Female,Suburban,High School,High,Yes,Yes,Concerns about side effects,Emotions,Negative,45,Female,Suburban,High School,High,Yes,Yes,Concerns about side effects,Emotions,No,Not Applicable,,Not at all effective
4040,28,Female,Rural,High School,Low,No,Not Sure,,Control,Negative,28,Female,Rural,High School,Low,No,Not Sure,,Reason,Yes,Other,Very effective,
4041,60,Male,Rural,Graduate School,Medium,Yes,Not Sure,Concerns about side effects,Emotions,Positive,60,Male,Rural,Graduate School,Medium,Yes,Not Sure,Concerns about side effects,Emotions,Yes,Reason Ad,,Not at all effective
4042,18,Female,Urban,College,Low,Yes,No,,Control,Negative,18,Female,Urban,College,Low,Yes,No,,Emotions,No,Not Applicable,,Somewhat effective
4043,64,Male,Urban,Graduate School,Low,No,No,,Control,Neutral,64,Male,Urban,Graduate School,Low,No,No,,Emotions,No,Not Applicable,,Very effective
4044,55,Female,Suburban,High School,High,Yes,Yes,,Emotions,Neutral,55,Female,Suburban,High School,High,Yes,Yes,,Reason,No,Not Applicable,Somewhat effective,
4045,41,Female,Urban,High School,High,Yes,Yes,,Emotions,Positive,41,Female,Urban,High School,High,Yes,Yes,,Reason,Yes,Emotions Ad,Not at all effective,
4046,64,Male,Rural,Graduate School,High,Yes,No,,Control,Positive,64,Male,Rural,Graduate School,High,Yes,No,,Control,Yes,Reason Ad,,
4047,48,Male,Rural,Graduate School,Low,No,Yes,,Emotions,Negative,48,Male,Rural,Graduate School,Low,No,Yes,,Control,No,Not Applicable,,
4048,58,Female,Urban,High School,Low,No,No,,Control,Negative,58,Female,Urban,High School,Low,No,No,,Control,No,Not Applicable,,
4049,63,Female,Urban,Graduate School,Low,Yes,Not Sure,Concerns about side effects,Emotions,Negative,63,Female,Urban,Graduate School,Low,Yes,Not Sure,Concerns about side effects,Control,Yes,Other,,
4050,43,Male,Urban,High School,Low,Yes,Not Sure,,Emotions,Positive,43,Male,Urban,High School,Low,Yes,Not Sure,,Emotions,No,Not Applicable,,Somewhat effective
4051,22,Male,Suburban,Graduate School,Low,No,Not Sure,,Emotions,Negative,22,Male,Suburban,Graduate School,Low,No,Not Sure,,Reason,No,Not Applicable,Somewhat effective,
4052,37,Male,Suburban,College,Low,No,Yes,,Reason,Neutral,37,Male,Suburban,College,Low,No,Yes,,Emotions,Yes,Emotions Ad,,Not at all effective
4053,58,Male,Rural,High School,Low,No,Not Sure,Concerns about side effects,Emotions,Neutral,58,Male,Rural,High School,Low,No,Not Sure,Concerns about side effects,Reason,No,Not Applicable,Somewhat effective,
4054,28,Male,Suburban,College,Low,No,Yes,,Reason,Negative,28,Male,Suburban,College,Low,No,Yes,,Reason,No,Not Applicable,Somewhat effective,
4055,50,Female,Suburban,Graduate School,Medium,Yes,Not Sure,,Control,Positive,50,Female,Suburban,Graduate School,Medium,Yes,Not Sure,,Emotions,No,Not Applicable,,Somewhat effective
4056,55,Female,Suburban,College,Medium,Yes,Yes,,Control,Neutral,55,Female,Suburban,College,Medium,Yes,Yes,,Emotions,No,Not Applicable,,Very effective
4057,44,Female,Suburban,Graduate School,Medium,Yes,Yes,,Emotions,Positive,44,Female,Suburban,Graduate School,Medium,Yes,Yes,,Reason,No,Not Applicable,Somewhat effective,
4058,51,Female,Rural,College,Medium,No,No,,Reason,Neutral,51,Female,Rural,College,Medium,No,No,,Control,No,Not Applicable,,
4059,32,Male,Urban,College,Low,No,No,,Control,Negative,32,Male,Urban,College,Low,No,No,,Control,Yes,Reason Ad,,
4060,49,Male,Rural,College,Low,Yes,No,,Reason,Negative,49,Male,Rural,College,Low,Yes,No,,Reason,Yes,Reason Ad,Not at all effective,
4061,38,Male,Suburban,High School,High,No,Yes,,Reason,Positive,38,Male,Suburban,High School,High,No,Yes,,Emotions,No,Not Applicable,,Somewhat effective
4062,63,Female,Urban,College,High,Yes,No,,Control,Negative,63,Female,Urban,College,High,Yes,No,,Emotions,Yes,Other,,Somewhat effective
4063,22,Male,Urban,Graduate School,Medium,No,No,,Reason,Positive,22,Male,Urban,Graduate School,Medium,No,No,,Reason,No,Not Applicable,Not at all effective,
4064,23,Male,Urban,Graduate School,High,Yes,No,,Reason,Positive,23,Male,Urban,Graduate School,High,Yes,No,,Emotions,Yes,Emotions Ad,,Not at all effective
4065,55,Female,Rural,High School,Medium,Yes,Yes,,Control,Neutral,55,Female,Rural,High School,Medium,Yes,Yes,,Reason,No,Not Applicable,Not at all effective,
4066,39,Female,Urban,High School,Low,Yes,Yes,,Emotions,Neutral,39,Female,Urban,High School,Low,Yes,Yes,,Reason,Yes,Other,Somewhat effective,
4067,35,Female,Rural,Graduate School,Low,Yes,No,Concerns about side effects,Emotions,Negative,35,Female,Rural,Graduate School,Low,Yes,No,Concerns about side effects,Reason,No,Not Applicable,Somewhat effective,
4068,31,Male,Rural,College,High,No,No,,Reason,Positive,31,Male,Rural,College,High,No,No,,Emotions,No,Not Applicable,,Very effective
4069,27,Male,Suburban,Graduate School,Low,Yes,Yes,Concerns about side effects,Emotions,Neutral,27,Male,Suburban,Graduate School,Low,Yes,Yes,Concerns about side effects,Control,No,Not Applicable,,
4070,63,Female,Suburban,High School,Low,Yes,Yes,,Control,Negative,63,Female,Suburban,High School,Low,Yes,Yes,,Reason,Yes,Other,Not at all effective,
4071,30,Female,Urban,High School,Medium,Yes,No,Concerns about side effects,Control,Negative,30,Female,Urban,High School,Medium,Yes,No,Concerns about side effects,Emotions,Yes,Other,,Very effective
4072,48,Male,Urban,Graduate School,High,Yes,No,Concerns about side effects,Control,Neutral,48,Male,Urban,Graduate School,High,Yes,No,Concerns about side effects,Control,Yes,Emotions Ad,,
4073,47,Female,Suburban,College,Low,No,No,,Reason,Negative,47,Female,Suburban,College,Low,No,No,,Reason,No,Not Applicable,Somewhat effective,
4074,20,Male,Rural,College,High,Yes,Yes,,Control,Neutral,20,Male,Rural,College,High,Yes,Yes,,Control,Yes,Other,,
4075,47,Female,Rural,High School,Low,Yes,No,,Reason,Positive,47,Female,Rural,High School,Low,Yes,No,,Emotions,Yes,Emotions Ad,,Somewhat effective
4076,23,Female,Suburban,Graduate School,Medium,No,Yes,,Reason,Negative,23,Female,Suburban,Graduate School,Medium,No,Yes,,Control,No,Not Applicable,,
4077,46,Female,Rural,Graduate School,Low,Yes,Not Sure,,Control,Positive,46,Female,Rural,Graduate School,Low,Yes,Not Sure,,Control,No,Not Applicable,,
4078,25,Male,Suburban,High School,High,Yes,No,,Control,Neutral,25,Male,Suburban,High School,High,Yes,No,,Emotions,Yes,Emotions Ad,,Somewhat effective
4079,61,Male,Suburban,Graduate School,High,Yes,Not Sure,,Reason,Positive,61,Male,Suburban,Graduate School,High,Yes,Not Sure,,Reason,No,Not Applicable,Very effective,
4080,62,Female,Urban,High School,Medium,Yes,Yes,,Control,Neutral,62,Female,Urban,High School,Medium,Yes,Yes,,Emotions,Yes,Other,,Somewhat effective
